,KALCODE,Result,Average_Fuel_Price
1429,44040501,"[1, 2, 0, 0]",1.3622362857142858
1430,44040504,"[0, 2, 1, 1]",1.3924788171737277
1431,44040506,"[1, 0]",1.3783489019033675
1432,44050101,"[0, 0, 0, 2, 1]",1.3738737589613015
1433,44050103,"[0, 2, 1, 0]",1.3181148995796357
1434,44050104,"[1, 1, 2, 0]",1.3528096764791606
1435,44050107,"[0, 1]",1.3856530078050637
1436,44050201,"[1, 0]",1.3913225207202056
1437,44050209,"[0, 1]",1.395007302038881
1438,44050302,[0],1.4264866952789699
1439,44050401,"[2, 0, 1]",1.3133631936526033
1440,44050403,"[0, 0, 1, 2]",1.3535020134546145
1441,44050501,"[1, 0]",1.3690965796196424
1442,44050605,[0],1.3438509644364074
1443,44060101,"[1, 2, 0]",1.385217479556798
1444,44060110,"[1, 0]",1.2695514223194748
1445,44060201,"[1, 2, 0]",1.3447705882352943
1446,44060202,"[1, 0]",1.5527341389728095
1447,44060307,"[1, 0]",1.3615199721906206
1448,44060401,"[2, 0, 1]",1.4023901704545456
1449,44060406,"[2, 1, 0]",1.353396979196352
1450,44060601,"[1, 0]",1.3741400614606418
1451,45020000,"[0, 0, 0, 2, 1]",1.3467915883438912
1452,45030000,"[1, 2, 0]",1.3388415135706284
1453,45040101,"[1, 1, 0, 1, 2]",1.308608289204098
1454,45040201,"[1, 1, 2, 1, 0]",1.3402492687572811
1455,45050000,"[0, 1, 2, 0]",1.3512784712315737
1456,45060000,"[0, 0, 0, 0, 0, 1, 0, 2]",1.3305038852886835
1457,45070000,"[0, 0, 0, 2, 1]",1.3856907271010386
1458,45080101,"[0, 2, 1, 0, 0]",1.3773497653514994
1459,45080201,"[0, 2, 1]",1.3295828748345626
1460,46010000,"[1, 0, 2, 0, 0, 0, 0]",1.3625422106407077
1461,46030000,"[1, 0, 2, 2]",1.3461390497117474
1462,46050101,"[1, 1, 1, 2, 1, 0, 0, 1]",1.3552562108985033
1463,46050301,"[1, 0]",1.3840050380844342
1464,46060101,"[0, 1, 0, 2]",1.3008723654229564
1465,46060201,"[1, 1, 2, 0]",1.3655561123730207
1466,46070000,"[2, 0, 0, 1, 0]",1.3497516624232675
1467,46090101,"[2, 0, 0, 0, 1]",1.315795250260195
1468,46090201,"[0, 1, 0, 0, 0, 2]",1.304426825802785
1469,46100101,"[0, 1, 1, 2]",1.358051988117721
1470,46110101,"[2, 0, 1, 0, 0]",1.28398302425107
1471,46110201,"[2, 0, 0, 0, 1]",1.3467303180731753
1472,46110301,"[0, 1, 2, 2, 2]",1.352118117791643
1473,46120000,"[1, 2, 1, 1, 0, 1, 1, 1]",1.3323353678620795
1474,47010000,"[0, 0, 2, 0, 1, 0]",1.3521048119829786
1475,47030101,"[1, 0, 0, 2, 0, 0, 0]",1.3232586308021534
1476,47030201,"[1, 0, 1, 2, 1, 1]",1.331626834120239
1477,47040000,"[0, 1, 0, 0, 2]",1.3306221257619784
1478,47050000,"[1, 0, 2, 0, 0, 0]",1.3499567138121578
1479,47060000,"[2, 1, 1, 2, 2, 2, 0]",1.3279249762920817
1480,47070000,"[1, 1, 2, 1, 1, 0, 1, 1]",1.3300457272547161
1481,48010000,"[2, 0, 2, 2, 1]",1.2981078520688354
1482,48020000,"[2, 2, 2, 0, 2, 2, 1]",1.3132837066035496
1483,48030000,"[2, 1, 1, 1, 0, 0]",1.3432017579206885
1484,48040000,"[0, 2, 0, 1, 0]",1.354103390306596
1485,48050101,"[0, 2, 1, 2, 2, 2]",1.3200838609179484
1486,48050201,"[0, 1, 2, 0]",1.328680571311527
1487,48060101,"[0, 2, 2, 0, 1]",1.3246896955428022
1488,48060201,"[2, 2, 0, 1, 2]",1.3792623070576842
1489,48070000,"[0, 0, 2, 1, 0]",1.3393639717388373
1490,48080000,"[0, 0, 2, 1, 0]",1.3407838534655416
1491,49010101,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0]",1.3308437331199106
1492,49020101,"[0, 0, 1, 2, 0]",1.3117478283738595
1493,49020201,"[2, 2, 1, 0]",1.3448192010146844
1494,49020301,"[0, 1, 2]",1.3860161752570346
1495,49030101,[0],1.3707489260686312
1496,49040000,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1]",1.3421799013635347
1497,49050101,"[1, 0]",1.3717356858204959
1498,49050301,"[2, 0, 1, 0]",1.34792078659612
1499,49060101,"[1, 0]",1.339024225914981
