,KALCODE,neighbors
5256,53010605,"['53010106', '53010603', '53010605', '53010104', '53010107', '53010801']"
5257,53010606,"['53010301', '53011302', '53010603', '53010606', '53010805', '53010802', '53010201', '53010804']"
5258,53010607,"['53010604', '53010607', '53010301', '53010602', '53010601']"
5259,53010701,"['53010707', '53010706', '53010703', '53010701', '53010705', '53010709', '53010201', '53010704', '53011105', '53011104']"
5260,53010702,"['53010504', '53010702', '53010707', '53010507', '53010505']"
5261,53010703,"['53010707', '53010505', '53010503', '53010703', '53010701', '53010708', '53010709']"
5262,53010704,"['53010701', '53010201', '53010704']"
5263,53010705,"['53010701', '53010705', '53010709', '53011104']"
5264,53010706,"['53010706', '53010701']"
5265,53010707,"['53010702', '53010707', '53010505', '53010703', '53010701']"
5266,53010708,"['53010503', '53010703', '53010502', '53010708', '53010709']"
5267,53010709,"['53010703', '53010701', '53010705', '53010708', '53010709', '53011102', '53011103', '53011104']"
5268,53010801,"['53010603', '53010605', '53010107', '53010806', '53010801', '53010805', '53010803']"
5269,53010802,"['53010606', '53010805', '53010802', '53010804']"
5270,53010803,"['53010801', '53010805', '53010803', '53010804']"
5271,53010804,"['53010606', '53010805', '53010802', '53010201', '53010803', '53010804', '53010901']"
5272,53010805,"['53010603', '53010606', '53010801', '53010805', '53010802', '53010803', '53010804']"
5273,53010806,"['53010107', '53010806', '53010801']"
5274,53010901,"['53010201', '53010804', '53010202', '53010901', '53010902']"
5275,53010902,"['53010202', '53010901', '53010904', '53010902', '53010903']"
5276,53010903,"['53010904', '53010902', '53011004', '53010903']"
5277,53010904,"['53010201', '53010202', '53011105', '53010904', '53010902', '53011001', '53011004', '53011002', '53010903']"
5278,53011001,"['53011105', '53010904', '53011104', '53011101', '53011001', '53011002']"
5279,53011002,"['53010904', '53011001', '53011004', '53011002', '53011003']"
5280,53011003,"['53011004', '53011002', '53011003']"
5281,53011004,"['53010904', '53011004', '53011002', '53011003', '53010903']"
5282,53011101,"['53011102', '53011103', '53011104', '53011101', '53011001']"
5283,53011102,"['53010709', '53011102', '53011103', '53011104', '53011101']"
5284,53011103,"['53010709', '53011102', '53011103', '53011101']"
5285,53011104,"['53010701', '53010705', '53010709', '53011102', '53010201', '53011105', '53011104', '53011101', '53011001']"
5286,53011105,"['53010701', '53010201', '53011105', '53010904', '53011104', '53011001']"
5287,53011201,"['53011207', '53011208', '53010406', '53011206', '53011201', '53010402', '53011204', '53011205', '53010405', '53010301']"
5288,53011202,"['53011206', '53011202', '53011205', '53011305', '53011203']"
5289,53011203,"['53011202', '53011205', '53011305', '53011303', '53011203', '53010301', '53011302']"
5290,53011204,"['53011201', '53011204', '53011205', '53010301']"
5291,53011205,"['53011206', '53011201', '53011202', '53011204', '53011205', '53011203', '53010301']"
5292,53011206,"['53011206', '53011201', '53011202', '53011205']"
5293,53011207,"['53011207', '53011208', '53010406', '53011201']"
5294,53011208,"['53011207', '53011208', '53010406', '53011201']"
5295,53011301,"['53011301', '53011303', '53011302', '53011304']"
5296,53011302,"['53011301', '53011303', '53011203', '53010301', '53011302', '53011304', '53010606', '53010201']"
5297,53011303,"['53011301', '53011305', '53011303', '53011203', '53011302']"
5298,53011304,"['53011301', '53011302', '53011304']"
5299,53011305,"['53011202', '53011305', '53011303', '53011203']"
5300,54010101,"['54010103', '54010202', '54010204', '54010101', '54010102']"
5301,54010102,"['54010204', '54010101', '54010102']"
5302,54010103,"['54010103', '54010203', '54010202', '54010101']"
5303,54010201,"['54010203', '54010202', '54010201', '54010204', '54010206']"
5304,54010202,"['54010103', '54010203', '54010202', '54010201', '54010204', '54010101']"
5305,54010203,"['54010103', '54010203', '54010202', '54010201', '54010205', '54010206']"
5306,54010204,"['54010202', '54010201', '54010204', '54010101', '54010102']"
5307,54010205,"['54010303', '54010203', '54010205', '54010301', '54010302', '54010206']"
5308,54010206,"['54010203', '54010201', '54010205', '54010302', '54010206']"
5309,54010301,"['54010303', '54010205', '54010301', '54010302']"
5310,54010302,"['54010205', '54010301', '54010302', '54010206']"
5311,54010303,"['54010303', '54010205', '54010301']"
5312,54020000,['54020000']
5313,55010101,"['55010105', '55010102', '55010101', '55010104', '55010103']"
5314,55010102,"['55010401', '55010105', '55010102', '55010101', '55010104']"
5315,55010103,"['55010101', '55010104', '55010103', '55010207']"
5316,55010104,"['55010401', '55010102', '55010101', '55010104', '55010103', '55010207', '55010202']"
5317,55010105,"['55010105', '55010102', '55010101']"
5318,55010201,"['55010404', '55010202', '55010205', '55010203', '55010204', '55010201']"
5319,55010202,"['55010401', '55010104', '55010207', '55010402', '55010404', '55010202', '55010205', '55010204', '55010201']"
5320,55010203,"['55010403', '55010305', '55010205', '55010308', '55010203', '55010201']"
5321,55010204,"['55010207', '55010206', '55010202', '55010204', '55010201']"
5322,55010205,"['55010403', '55010404', '55010202', '55010205', '55010203', '55010201']"
5323,55010206,"['55010207', '55010206', '55010204']"
5324,55010207,"['55010104', '55010103', '55010207', '55010206', '55010202', '55010204']"
5325,55010301,"['55010311', '55010312', '55010303', '55010301', '55010309', '55010310']"
5326,55010302,"['55010309', '55010310', '55010302', '55010304']"
5327,55010303,"['55010312', '55010303', '55010301', '55010309']"
5328,55010304,"['55010310', '55010302', '55010308', '55010304', '55010306']"
5329,55010305,"['55010310', '55010305', '55010308', '55010203']"
5330,55010306,"['55010304', '55010306', '55010307']"
5331,55010307,"['55010306', '55010307']"
5332,55010308,"['55010310', '55010305', '55010308', '55010203', '55010304']"
5333,55010309,"['55010303', '55010301', '55010309', '55010310', '55010302']"
5334,55010310,"['55010301', '55010309', '55010310', '55010302', '55010305', '55010308', '55010304']"
5335,55010311,"['55010311', '55010312', '55010301']"
5336,55010312,"['55010311', '55010312', '55010303', '55010301']"
5337,55010401,"['55010408', '55010401', '55010407', '55010102', '55010104', '55010402', '55010202']"
5338,55010402,"['55010401', '55010407', '55010406', '55010402', '55010404', '55010202']"
5339,55010403,"['55010405', '55010403', '55010404', '55010205', '55010203']"
5340,55010404,"['55010406', '55010405', '55010402', '55010403', '55010404', '55010202', '55010205', '55010201']"
5341,55010405,"['55010406', '55010405', '55010403', '55010404']"
5342,55010406,"['55010407', '55010406', '55010405', '55010402', '55010404']"
5343,55010407,"['55010408', '55010401', '55010407', '55010406', '55010402']"
5344,55010408,"['55010408', '55010401', '55010407']"
5345,55020000,['55020000']
5346,56010101,"['56010104', '56010101']"
5347,56010102,"['56010105', '56010107', '56010103', '56010109', '56010102']"
5348,56010103,"['56010404', '56010210', '56010105', '56010107', '56010103', '56010109', '56010206', '56010102']"
5349,56010104,"['56010108', '56010406', '56010104', '56010106', '56010101']"
5350,56010105,"['56010403', '56010406', '56010408', '56010404', '56010106', '56010105', '56010107', '56010103', '56010102']"
5351,56010106,"['56010406', '56010104', '56010106', '56010105']"
5352,56010107,"['56010105', '56010107', '56010103', '56010109', '56010102']"
5353,56010108,"['56010108', '56010104']"
5354,56010109,"['56010107', '56010103', '56010109', '56010102']"
5355,56010201,"['56010301', '56010202', '56010204', '56010205', '56010207', '56010208', '56010210', '56010201', '56010206']"
5356,56010202,"['56010301', '56010209', '56010202', '56010205', '56010201']"
5357,56010203,"['56010301', '56010302', '56010203', '56010207']"
5358,56010204,"['56010301', '56010204', '56010207', '56010208', '56010201']"
5359,56010205,"['56010209', '56010202', '56010205', '56010210', '56010201']"
5360,56010206,"['56010210', '56010201', '56010103', '56010206']"
5361,56010207,"['56010301', '56010203', '56010204', '56010207', '56010208', '56010201']"
5362,56010208,"['56010204', '56010207', '56010208', '56010201']"
5363,56010209,"['56010301', '56010303', '56010304', '56010409', '56010209', '56010202', '56010404', '56010205', '56010210']"
5364,56010210,"['56010209', '56010404', '56010205', '56010210', '56010201', '56010103', '56010206']"
5365,56010301,"['56010301', '56010303', '56010302', '56010209', '56010202', '56010203', '56010204', '56010207', '56010201']"
5366,56010302,"['56010301', '56010302', '56010203']"
5367,56010303,"['56010305', '56010301', '56010303', '56010304', '56010209']"
5368,56010304,"['56010305', '56010303', '56010304', '56010409', '56010209']"
5369,56010305,"['56010410', '56010305', '56010303', '56010304', '56010409']"
5370,56010401,"['56010411', '56010401', '56010406']"
5371,56010402,"['56010407', '56010405', '56010402', '56010409', '56010403', '56010408']"
5372,56010403,"['56010405', '56010411', '56010402', '56010403', '56010406', '56010408', '56010105']"
5373,56010404,"['56010409', '56010408', '56010209', '56010404', '56010210', '56010105', '56010103']"
5374,56010405,"['56010407', '56010405', '56010411', '56010402', '56010409', '56010403']"
5375,56010406,"['56010411', '56010401', '56010403', '56010406', '56010104', '56010106', '56010105']"
5376,56010407,"['56010410', '56010407', '56010405', '56010411', '56010402', '56010409']"
5377,56010408,"['56010402', '56010409', '56010403', '56010408', '56010404', '56010105']"
5378,56010409,"['56010410', '56010407', '56010305', '56010405', '56010304', '56010402', '56010409', '56010408', '56010209', '56010404']"
5379,56010410,"['56010410', '56010407', '56010305', '56010409']"
5380,56010411,"['56010407', '56010405', '56010411', '56010401', '56010403', '56010406']"
5381,57010101,"['57010202', '57010201', '57010501', '57010504', '57010506', '57010101', '57010804', '57010801']"
5382,57010201,"['57010202', '57010201', '57010101']"
5383,57010202,"['57010401', '57010202', '57010503', '57010201', '57010501', '57010504', '57010101']"
5384,57010301,"['57010806', '57010303', '57010301', '57010314', '57010310', '57010311', '57010308', '57010312']"
5385,57010302,"['57010310', '57010307', '57010302', '57010309']"
5386,57010303,"['57010806', '57010303', '57010301', '57010605', '57010314']"
5387,57010304,"['57010312', '57010606', '57010315', '57010305', '57010304', '57010604', '57010306']"
5388,57010305,"['57010310', '57010315', '57010305', '57010304', '57010309']"
5389,57010306,"['57010304', '57010604', '57010306']"
5390,57010307,"['57010310', '57010313', '57010307', '57010302']"
5391,57010308,"['57010301', '57010311', '57010308', '57010312', '57010315']"
5392,57010309,"['57010310', '57010305', '57010302', '57010309']"
5393,57010310,"['57010301', '57010310', '57010311', '57010313', '57010307', '57010315', '57010305', '57010302', '57010309']"
5394,57010311,"['57010301', '57010310', '57010311', '57010308', '57010315']"
5395,57010312,"['57010301', '57010314', '57010308', '57010312', '57010606', '57010315', '57010304']"
5396,57010313,"['57010310', '57010313', '57010307']"
5397,57010314,"['57010303', '57010301', '57010605', '57010314', '57010312', '57010601', '57010606']"
5398,57010315,"['57010310', '57010311', '57010308', '57010312', '57010315', '57010305', '57010304']"
5399,57010401,"['57010405', '57010407', '57010401', '57010404', '57010202', '57010503']"
5400,57010402,"['57010705', '57010411', '57010402', '57010409', '57010709', '57010406', '57010410', '57010405']"
5401,57010403,"['57010406', '57010410', '57010405', '57010702', '57010403', '57010407']"
5402,57010404,"['57010702', '57010407', '57010408', '57010401', '57010703', '57010404', '57010503', '57010502']"
5403,57010405,"['57010402', '57010409', '57010410', '57010405', '57010403', '57010407', '57010401']"
5404,57010406,"['57010705', '57010402', '57010709', '57010406', '57010410', '57010702', '57010403', '57010407']"
5405,57010407,"['57010406', '57010405', '57010702', '57010403', '57010407', '57010408', '57010401', '57010404']"
5406,57010408,"['57010407', '57010408', '57010404']"
5407,57010409,"['57010411', '57010402', '57010409', '57010405']"
5408,57010410,"['57010402', '57010406', '57010410', '57010405', '57010403']"
5409,57010411,"['57010411', '57010402', '57010409']"
5410,57010501,"['57010202', '57010503', '57010507', '57010505', '57010501', '57010504', '57010506', '57010101']"
5411,57010502,"['57010703', '57010404', '57010503', '57010502', '57010507', '57010505', '57010706', '57010506', '57010804']"
5412,57010503,"['57010401', '57010404', '57010202', '57010503', '57010502', '57010507', '57010501']"
5413,57010504,"['57010202', '57010501', '57010504', '57010506', '57010101']"
5414,57010505,"['57010502', '57010507', '57010505', '57010501', '57010506']"
5415,57010506,"['57010502', '57010505', '57010501', '57010504', '57010506', '57010101', '57010804']"
5416,57010507,"['57010503', '57010502', '57010507', '57010505', '57010501']"
5417,57010601,"['57010805', '57010605', '57010314', '57010601', '57010606', '57010603', '57010602']"
5418,57010602,"['57010601', '57010603', '57010602']"
5419,57010603,"['57010601', '57010606', '57010604', '57010603', '57010602']"
5420,57010604,"['57010606', '57010304', '57010604', '57010306', '57010603']"
5421,57010605,"['57010802', '57010806', '57010801', '57010303', '57010805', '57010605', '57010314', '57010601']"
5422,57010606,"['57010314', '57010312', '57010601', '57010606', '57010304', '57010604', '57010603']"
5423,57010701,"['57010705', '57010701', '57010708', '57010702', '57010704']"
5424,57010702,"['57010705', '57010701', '57010406', '57010702', '57010403', '57010407', '57010703', '57010404', '57010704']"
5425,57010703,"['57010702', '57010703', '57010404', '57010704', '57010502', '57010706']"
5426,57010704,"['57010701', '57010708', '57010702', '57010703', '57010704', '57010706']"
5427,57010705,"['57010705', '57010701', '57010402', '57010709', '57010406', '57010702']"
5428,57010706,"['57010703', '57010704', '57010502', '57010706', '57010804', '57010803']"
5429,57010707,"['57010707', '57010708']"
5430,57010708,"['57010701', '57010707', '57010708', '57010704']"
5431,57010709,"['57010705', '57010402', '57010709', '57010406']"
5432,57010801,"['57010101', '57010804', '57010802', '57010801', '57010807', '57010805', '57010605']"
5433,57010802,"['57010804', '57010803', '57010802', '57010806', '57010801', '57010605']"
5434,57010803,"['57010706', '57010804', '57010803', '57010802', '57010806']"
5435,57010804,"['57010502', '57010706', '57010506', '57010101', '57010804', '57010803', '57010802', '57010801']"
5436,57010805,"['57010801', '57010807', '57010805', '57010605', '57010601']"
5437,57010806,"['57010803', '57010802', '57010806', '57010303', '57010301', '57010605']"
5438,57010807,"['57010801', '57010807', '57010805']"
5439,57020000,['57020000']
5440,57030000,['57030000']
5441,58010101,"['58010102', '58010101', '58010201']"
5442,58010102,"['58010302', '58010204', '58010203', '58010102', '58010101', '58010201']"
5443,58010201,"['58010203', '58010102', '58010202', '58010101', '58010201']"
5444,58010202,"['58010303', '58010203', '58010202', '58010201']"
5445,58010203,"['58010303', '58010204', '58010203', '58010102', '58010202', '58010201']"
5446,58010204,"['58010301', '58010302', '58010303', '58010204', '58010203', '58010102']"
5447,58010301,"['58010301', '58010302', '58010303', '58010204']"
5448,58010302,"['58010301', '58010302', '58010204', '58010102']"
5449,58010303,"['58010301', '58010303', '58010204', '58010203', '58010202']"
5450,59010101,"['59010205', '59010105', '59010206', '59010101', '59010104', '59010107', '59010102']"
5451,59010102,"['59010101', '59010104', '59010107', '59010102', '59010103']"
5452,59010103,"['59010105', '59010104', '59010102', '59010305', '59010103']"
5453,59010104,"['59010105', '59010101', '59010104', '59010102', '59010103']"
5454,59010105,"['59010202', '59010205', '59010106', '59010105', '59010310', '59010101', '59010104', '59010305', '59010103']"
5455,59010106,"['59010106', '59010105', '59010310']"
5456,59010107,"['59010101', '59010107', '59010102']"
5457,59010201,"['59010203', '59010202', '59010201', '59010205', '59010204']"
5458,59010202,"['59010203', '59010202', '59010201', '59010205', '59010105']"
5459,59010203,"['59010203', '59010202', '59010201']"
5460,59010204,"['59010201', '59010205', '59010204', '59010206']"
5461,59010205,"['59010202', '59010201', '59010205', '59010204', '59010105', '59010206', '59010101']"
5462,59010206,"['59010205', '59010204', '59010206', '59010101']"
5463,59010301,"['59010309', '59010307', '59010301', '59010311', '59010303', '59010306']"
5464,59010302,"['59010311', '59010303', '59010302', '59010306', '59010308']"
5465,59010303,"['59010301', '59010311', '59010303', '59010302', '59010306']"
5466,59010304,"['59010310', '59010304', '59010309', '59010305', '59010307']"
5467,59010305,"['59010105', '59010310', '59010304', '59010305', '59010103', '59010307']"
5468,59010306,"['59010301', '59010303', '59010302', '59010306', '59010308']"
5469,59010307,"['59010304', '59010309', '59010305', '59010307', '59010301']"
5470,59010308,"['59010311', '59010302', '59010306', '59010308']"
5471,59010309,"['59010304', '59010309', '59010307', '59010301']"
5472,59010310,"['59010106', '59010105', '59010310', '59010304', '59010305']"
5473,59010311,"['59010301', '59010311', '59010303', '59010302', '59010308']"
5474,60010101,"['60010101', '60010111', '60010109', '60010104', '60010108']"
5475,60010102,"['60010102', '60010110']"
5476,60010103,"['60010112', '60010106', '60010103', '60010111']"
5477,60010104,"['60010101', '60010104', '60010108']"
5478,60010105,"['60010105', '60010110', '60010112']"
5479,60010106,"['60010107', '60010112', '60010106', '60010103']"
5480,60010107,"['60010107', '60010112', '60010106']"
5481,60010108,"['60010101', '60010104', '60010108', '60010201']"
5482,60010109,"['60010101', '60010111', '60010109']"
5483,60010110,"['60010105', '60010102', '60010110', '60010112']"
5484,60010111,"['60010101', '60010112', '60010103', '60010111', '60010109']"
5485,60010112,"['60010105', '60010110', '60010107', '60010112', '60010106', '60010103', '60010111']"
5486,60010201,"['60010108', '60010201']"
5487,60010202,['60010202']
5488,60020000,['60020000']
5489,60030000,['60030000']
5490,60040000,['60040000']
5491,60050001,"['60050001', '60050002']"
5492,60050002,"['60050001', '60050002']"
5493,61010000,['61010000']
5494,61020000,['61020000']
5495,61030000,['61030000']
5496,61040000,['61040000']
5497,61050000,['61050000']
5498,61060000,['61060000']
5499,62010101,"['62010105', '62010101', '62010102', '62010104']"
5500,62010102,"['62010101', '62010107', '62010102', '62010104']"
5501,62010103,"['62010105', '62010103', '62010107', '62010108']"
5502,62010104,"['62010105', '62010101', '62010107', '62010108', '62010102', '62010104', '62010106', '62010109']"
5503,62010105,"['62010105', '62010103', '62010101', '62010107', '62010108', '62010104']"
5504,62010106,"['62010108', '62010104', '62010106', '62010109', '62010201']"
5505,62010107,"['62010105', '62010103', '62010107', '62010108', '62010102', '62010104']"
5506,62010108,"['62010105', '62010103', '62010107', '62010108', '62010104', '62010106']"
5507,62010109,"['62010104', '62010106', '62010109', '62010201']"
5508,62010201,"['62010106', '62010109', '62010201']"
5509,62020000,['62020000']
5510,63010001,"['63010001', '63010002']"
5511,63010002,"['63010001', '63010002']"
5512,63020001,"['63020002', '63020001']"
5513,63020002,"['63020002', '63020001']"
5514,64010101,"['64010201', '64010101']"
5515,64010201,"['64010302', '64010202', '64010201', '64010101']"
5516,64010202,"['64010302', '64010301', '64010202', '64010201']"
5517,64010301,"['64010303', '64010302', '64010301', '64010202']"
5518,64010302,"['64010303', '64010302', '64010301', '64010202', '64010201']"
5519,64010303,"['64010303', '64010302', '64010301']"
5520,64020001,"['64020003', '64020001', '64020002']"
5521,64020002,"['64020003', '64020001', '64020002']"
5522,64020003,"['64020003', '64020001', '64020002']"
5523,65010001,"['65010001', '65010005', '65010003', '65010004']"
5524,65010002,"['65010005', '65010003', '65010002']"
5525,65010003,"['65010001', '65010005', '65010003', '65010002', '65010004']"
5526,65010004,"['65010001', '65010005', '65010003', '65010004']"
5527,65010005,"['65010001', '65010005', '65010003', '65010002', '65010004']"
5528,65020000,['65020000']
5529,65030000,['65030000']
5530,65040001,"['65040001', '65040002']"
5531,65040002,"['65040001', '65040002']"
5532,66010001,"['66010001', '66010002']"
5533,66010002,"['66010001', '66010002']"
5534,67010001,"['67010004', '67010006', '67010001', '67010002']"
5535,67010002,"['67010001', '67010002', '67010005']"
5536,67010003,"['67010003', '67010004']"
5537,67010004,"['67010003', '67010004', '67010006', '67010001']"
5538,67010005,"['67010002', '67010005']"
5539,67010006,"['67010004', '67010006', '67010001']"
5540,67020101,"['67020102', '67020106', '67020104', '67020109', '67020101', '67020105']"
5541,67020102,"['67020103', '67020102', '67020106', '67020101']"
5542,67020103,"['67020111', '67020103', '67020110', '67020102', '67020106', '67020104']"
5543,67020104,"['67020103', '67020110', '67020106', '67020104', '67020109', '67020101']"
5544,67020105,"['67020109', '67020101', '67020107', '67020105']"
5545,67020106,"['67020103', '67020102', '67020106', '67020104', '67020101']"
5546,67020107,"['67020109', '67020108', '67020107', '67020105']"
5547,67020108,"['67020301', '67020309', '67020109', '67020305', '67020108', '67020107', '67020307', '67020306']"
5548,67020109,"['67020110', '67020301', '67020104', '67020109', '67020101', '67020108', '67020107', '67020105']"
5549,67020110,"['67020303', '67020111', '67020103', '67020110', '67020301', '67020104', '67020109']"
5550,67020111,"['67020303', '67020111', '67020103', '67020110']"
5551,67020201,['67020201']
5552,67020301,"['67020311', '67020303', '67020110', '67020301', '67020309', '67020109', '67020108', '67020302']"
5553,67020302,"['67020311', '67020301', '67020309', '67020305', '67020302', '67020304', '67020307']"
5554,67020303,"['67020311', '67020303', '67020111', '67020110', '67020301']"
5555,67020304,"['67020311', '67020302', '67020304']"
5556,69010603,"['69010201', '69010402', '69010401', '69010703', '69010603', '69010601', '69011003', '69011004']"
5557,69010701,"['69010703', '69010707', '69010701', '69011003']"
5558,69010702,"['69010803', '69010202', '69010702', '69010301', '69010705', '69010706', '69010703']"
5559,69010703,"['69010702', '69010705', '69010402', '69010706', '69010703', '69010603', '69010707', '69010701', '69011003']"
5560,69010704,"['69010706', '69010704', '69010707']"
5561,69010705,"['69010202', '69010201', '69010702', '69010705', '69010402', '69010703']"
5562,69010706,"['69010702', '69010301', '69010706', '69010703', '69010704', '69010707']"
5563,69010707,"['69010706', '69010703', '69010704', '69010707', '69010701']"
5564,69010801,"['69010801', '69010804', '69010805', '69010802']"
5565,69010802,"['69010801', '69010804', '69010805', '69010802', '69010803', '69010203', '69010202']"
5566,69010803,"['69010904', '69010804', '69010802', '69010803', '69010302', '69010202', '69010702', '69010301']"
5567,69010804,"['69010801', '69010904', '69010804', '69010805', '69010802', '69010803']"
5568,69010805,"['69010801', '69010804', '69010805', '69010802']"
5569,69010901,"['69010908', '69010909', '69010901', '69010905', '69010904']"
5570,69010902,"['69010909', '69010903', '69010902', '69010910', '69010906', '69010304']"
5571,69010903,"['69010909', '69010903', '69010902', '69010905', '69010910', '69010906']"
5572,69010904,"['69010901', '69010905', '69010904', '69010910', '69010804', '69010803', '69010302']"
5573,69010905,"['69010909', '69010901', '69010903', '69010905', '69010904', '69010910']"
5574,69010906,"['69010903', '69010902', '69010910', '69010906', '69010304', '69010305', '69010302']"
5575,69010907,"['69010907', '69010908', '69010909']"
5576,69010908,"['69010907', '69010908', '69010909', '69010901']"
5577,69010909,"['69010907', '69010908', '69010909', '69010901', '69010903', '69010902', '69010905']"
5578,69010910,"['69010903', '69010902', '69010905', '69010904', '69010910', '69010906', '69010302']"
5579,69011001,"['69011004', '69011002', '69011006', '69011005', '69011001', '69010501']"
5580,69011002,"['69011003', '69011004', '69011002', '69011005', '69011001']"
5581,69011003,"['69010703', '69010603', '69010701', '69011003', '69011004', '69011002', '69011005']"
5582,69011004,"['69010603', '69010601', '69011003', '69011004', '69011002', '69011006', '69011001']"
5583,69011005,"['69011003', '69011002', '69011005', '69011001']"
5584,69011006,"['69010601', '69011004', '69010602', '69011006', '69011001', '69010501']"
5585,69020000,['69020000']
5586,69030000,['69030000']
5587,69040001,"['69040002', '69040001']"
5588,69040002,"['69040002', '69040001']"
5589,69050000,['69050000']
5590,70010101,"['70010103', '70010101', '70010102', '70010205', '70010207']"
5591,70010102,"['70010103', '70010101', '70010102', '70010207']"
5592,70010103,"['70010103', '70010101', '70010102']"
5593,70010201,"['70010204', '70010203', '70010205', '70010201', '70010207', '70010209', '70010206']"
5594,70010202,"['70010209', '70010206', '70010202']"
5595,71010401,"['71040202', '71010402', '71010401', '71010403', '71010404', '71010104', '71010503']"
5596,71010402,"['71040202', '71040207', '71010402', '71010202', '71010401', '71010403']"
5597,71010403,"['71010402', '71010202', '71010401', '71010403', '71010203', '71010404', '71010206']"
5598,71010404,"['71010401', '71010403', '71010203', '71010404', '71010104', '71010206', '71010201']"
5599,71010501,"['71010104', '71020112', '71010503', '71020114', '71010501', '71020201', '71010502']"
5600,71010502,"['71010104', '71010501', '71020201', '71010502', '71010102', '71010100']"
5601,71010503,"['71040202', '71010401', '71010104', '71020107', '71040204', '71020112', '71010503', '71010501']"
5602,71020101,"['71020111', '71020108', '71020101', '71020103', '71060304', '71020105', '71020113']"
5603,71020102,"['71020114', '71020102', '71020111', '71020108']"
5604,71020103,"['71020108', '71020101', '71020109', '71020103', '71020110', '71020113']"
5605,71020104,"['71060211', '71060213', '71020104', '71020106', '71020111']"
5606,71020105,"['71020101', '71060304', '71020105', '71080205', '71020113', '71080201']"
5607,71020106,"['71060213', '71020104', '71020106', '71020111', '71060302']"
5608,71020107,"['71040205', '71020310', '71020107', '71040204', '71020112', '71010503']"
5609,71020108,"['71020114', '71020102', '71020111', '71020108', '71020101', '71020109', '71020103', '71020201']"
5610,71020109,"['71020108', '71020109', '71020103', '71020201', '71020110']"
5611,71020110,"['71020109', '71020103', '71020201', '71020110', '71020113', '71020202']"
5612,71020111,"['71060211', '71020104', '71020114', '71020102', '71020106', '71020111', '71060302', '71020108', '71020101', '71060304']"
5613,71020112,"['71020309', '71020310', '71020107', '71060211', '71020112', '71010503', '71020114', '71010501']"
5614,71020113,"['71020101', '71020103', '71020105', '71020110', '71020113', '71020202', '71080201', '71080202', '71010105']"
5615,71020114,"['71060211', '71020112', '71020114', '71020102', '71020111', '71010501', '71020108', '71020201']"
5616,71020201,"['71020114', '71010501', '71020108', '71020109', '71020201', '71020110', '71010502', '71020202', '71010102']"
5617,71020202,"['71020201', '71020110', '71020113', '71020202', '71010102', '71080202', '71010105', '71010100']"
5618,71020301,"['71020307', '71020303', '71020301', '71020311', '71020308']"
5619,71020302,"['71020303', '71020302', '71060207', '71020306']"
5620,71020303,"['71020303', '71020301', '71020302', '71020306', '71020308']"
5621,71020304,"['71060207', '71020306', '71020304', '71020305', '71060202', '71060212']"
5622,71020305,"['71020306', '71020308', '71040305', '71020304', '71020305', '71020309', '71060212']"
5623,71020306,"['71020303', '71020302', '71060207', '71020306', '71020308', '71020304', '71020305']"
5624,71020307,"['71020307', '71040307', '71020301', '71020311']"
5625,71020308,"['71020303', '71020301', '71020311', '71020306', '71020308', '71040305', '71020305']"
5626,71020309,"['71040305', '71020305', '71040302', '71020309', '71060212', '71020310', '71060211', '71020112']"
5627,71020310,"['71040302', '71020309', '71040205', '71020310', '71020107', '71020112']"
5628,71020311,"['71020307', '71040307', '71020301', '71020311', '71040301', '71020308', '71040305']"
5629,71030001,"['71030016', '71030005', '71030001', '71030003', '71030008', '71030012']"
5630,71030002,"['71030014', '71030002', '71030003', '71030010']"
5631,71030003,"['71030002', '71030005', '71030001', '71030003', '71030010', '71030012', '71030013']"
5632,71030004,"['71030011', '71060205', '71030004', '71030006', '71060210']"
5633,71030005,"['71030005', '71030001', '71030003']"
5634,71030006,"['71030011', '71030012', '71030004', '71030013', '71030006', '71060210', '72030005', '72030011']"
5635,71030007,"['71030015', '71030007', '71030014', '72020112', '71030009']"
5636,71030008,"['71030016', '71030001', '71060214', '71030008', '71030011', '71030012']"
5637,71030009,"['72020104', '71030015', '71030007', '72020116', '71030014', '72020112', '71030009', '72020111', '72030002']"
5638,71030010,"['71030014', '71030002', '71030003', '71030010', '71030013', '72030002']"
5639,71030011,"['71060214', '71030008', '71030011', '71060205', '71030012', '71030004', '71030006']"
5640,71030012,"['71030001', '71030003', '71030008', '71030011', '71030012', '71030013', '71030006']"
5641,71030013,"['71030003', '71030010', '71030012', '71030013', '71030006', '72030002', '72030005']"
5642,71030014,"['71030007', '71030014', '71030002', '71030009', '72020111', '71030010', '72030002']"
5643,71030015,"['72020104', '71030015', '71030007', '72020116', '72020112', '71030009']"
5644,71030016,"['71060203', '71030016', '71030001', '71060214', '71030008']"
5645,71040101,"['71040105', '71040109', '71040108', '71040101', '71040103', '71040203', '71040201', '71040107', '71040401']"
5646,71040102,"['71040110', '71070103', '71040102', '71040112', '71040111']"
5647,71040103,"['71040109', '71070105', '71040101', '71040103', '71070111', '71040401']"
5648,71040104,"['71040110', '71040112', '71040104', '71040107', '71040113']"
5649,71040105,"['71040106', '71040306', '71040105', '71040108', '71040308', '71040101', '71040107']"
5650,71040106,"['71040110', '71040106', '71040306', '71040105', '71040107']"
5651,71040107,"['71040110', '71040106', '71040105', '71040109', '71040101', '71040104', '71040107', '71040113']"
